# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
5.16194 105415 2 1237678661966037036 11.867920 6135 86.2 2.2 0.08 0.04 0.48 0.01 24.33 37.45 Dprop Sloan "" "" "" "" "" "" "" "" 7.77 0.07 "" "" -1.34 0.19 -0.61 0.03 "" "" 9.40 0.05 0.207134 0.09009 84.0 17.7 7.8 1
5.16194 261113 1 1237662263793025566 244.950420 7494 108.2 2.2 0.21 0.11 0.75 0.01 14.16 0.01 Dprop Sloan 1.13 0.62 -21.19 0.06 0.83 0.06 10.21 0.05 10.60 0.02 "" "" 0.60 0.02 0.49 0.08 "" "" 9.60 0.06 -2.007994 0.09009 -45.6 -97.6 9.7 1
5.16194 105415 2 1237678661966037036 11.867920 6135 86.2 2.2 0.08 0.04 0.48 0.01 24.33 37.45 Dprop Sloan "" "" "" "" "" "" "" "" 7.77 0.07 "" "" -1.34 0.19 -0.61 0.03 "" "" 9.40 0.05 0.207134 0.09009 84.0 17.7 7.8 1
5.16278 203933 1 1237654606398816423 158.526660 13286 194.9 2.2 0.10 0.05 0.58 0.01 17.07 0.01 Dprop Sloan 0.63 0.37 -19.52 0.08 0.60 0.11 9.38 0.08 9.60 0.01 9.49 0.05 -0.44 0.13 -0.29 0.02 -0.30 0.07 9.46 0.07 2.766812 0.09011 -180.6 71.1 17.5 1
5.16333 244816 1 1237662266460143972 220.302920 17124 247.7 2.2 0.13 0.07 0.21 0.01 17.24 0.01 Dprop Sloan 0.69 0.42 -20.07 0.20 0.56 0.29 9.57 0.22 9.82 0.01 9.66 0.05 -1.02 0.41 -0.32 0.02 -0.33 0.12 9.95 0.07 -2.438174 0.09012 -188.1 -159.6 22.3 1
5.16500 258265 1 1237662266999570707 226.174580 10556 153.5 2.2 0.14 0.07 0.48 0.01 16.76 0.01 Dprop Sloan 0.56 0.34 -19.35 0.10 0.64 0.14 9.33 0.11 9.58 0.01 9.46 0.05 -1.05 0.20 -0.63 0.03 -0.56 0.07 9.83 0.06 -2.335694 0.09015 -105.9 -110.3 13.8 1
5.16500 102304 1 1237678661961449653 1.294170 8212 112.2 2.2 0.09 0.05 0.84 0.05 17.11 0.03 Dprop Sloan 0.27 0.18 -18.20 0.06 0.53 0.05 8.80 0.04 9.01 0.02 "" "" -1.94 0.75 "" "" "" "" 9.59 0.05 0.022588 0.09015 111.7 2.5 10.1 1
5.16500 258265 1 1237662266999570707 226.174580 10556 153.5 2.2 0.14 0.07 0.48 0.01 16.76 0.01 Dprop Sloan 0.56 0.34 -19.35 0.10 0.64 0.14 9.33 0.11 9.58 0.01 9.46 0.05 -1.05 0.20 -0.63 0.03 -0.56 0.07 9.83 0.06 -2.335694 0.09015 -105.9 -110.3 13.8 1
5.16500 102304 1 1237678661961449653 1.294170 8212 112.2 2.2 0.09 0.05 0.84 0.05 17.11 0.03 Dprop Sloan 0.27 0.18 -18.20 0.06 0.53 0.05 8.80 0.04 9.01 0.02 "" "" -1.94 0.75 "" "" "" "" 9.59 0.05 0.022588 0.09015 111.7 2.5 10.1 1
5.16611 5167 1 1237658423010525192 145.224590 1958 31.1 5.8 0.19 0.10 0.78 0.01 11.43 0.01 Dprop Sloan 1.02 0.62 -21.20 0.41 1.25 0.06 10.50 0.17 9.83 0.16 "" "" -1.49 0.17 -1.11 0.16 "" "" 9.03 0.17 2.534647 0.09017 -25.4 17.7 2.8 1
5.16694 181948 1 1237660411572257188 129.126270 4047 60.9 2.3 0.11 0.06 0.27 0.01 15.84 0.01 Dprop Sloan 0.27 0.17 -18.23 0.19 0.22 0.24 8.60 0.19 8.83 0.03 "" "" -1.73 0.26 -0.71 0.04 "" "" 8.96 0.06 2.253679 0.09018 -38.3 47.1 5.5 1
5.17222 223819 2 1237655125547614440 187.974580 2308 16.5 1.2 0.08 0.04 0.45 0.41 21.02 0.19 Dprop Sloan "" "" "" "" "" "" "" "" 6.34 0.10 "" "" -2.99 0.26 "" "" "" "" 7.39 0.09 -3.002410 0.09027 -16.3 -2.3 1.5 1
5.17222 211306 1 1237654605868302493 173.089580 5391 79.1 2.3 0.10 0.05 0.35 0.01 14.67 0.01 Dprop Sloan 0.76 0.43 -20.07 0.15 0.65 0.20 9.63 0.15 9.91 0.03 9.82 0.03 -0.85 0.08 "" "" -0.55 0.05 9.41 0.06 3.020983 0.09027 -78.2 9.5 7.1 1
5.17222 223819 2 1237655125547614440 187.974580 2308 16.5 1.2 0.08 0.04 0.45 0.41 21.02 0.19 Dprop Sloan "" "" "" "" "" "" "" "" 6.34 0.10 "" "" -2.99 0.26 "" "" "" "" 7.39 0.09 -3.002410 0.09027 -16.3 -2.3 1.5 1
5.17222 211306 1 1237654605868302493 173.089580 5391 79.1 2.3 0.10 0.05 0.35 0.01 14.67 0.01 Dprop Sloan 0.76 0.43 -20.07 0.15 0.65 0.20 9.63 0.15 9.91 0.03 9.82 0.03 -0.85 0.08 "" "" -0.55 0.05 9.41 0.06 3.020983 0.09027 -78.2 9.5 7.1 1
5.17278 201297 1 1237654602638229642 152.442920 4144 62.2 2.2 0.09 0.04 0.73 0.01 13.93 0.01 Dprop Sloan 0.85 0.46 -20.15 0.09 0.65 0.07 9.66 0.06 9.94 0.03 9.82 0.04 -0.45 0.04 -0.14 0.04 -0.32 0.04 9.60 0.05 2.660631 0.09028 -54.9 28.7 5.6 1
5.17306 1720 1 1237678623852593172 33.523330 9133 126.8 2.2 0.15 0.08 0.52 0.01 14.25 0.01 Dprop Sloan 1.25 0.65 -21.53 0.10 0.62 0.13 10.20 0.10 10.94 0.02 "" "" 1.31 0.02 1.29 0.02 "" "" 10.09 0.05 0.585092 0.09029 105.3 69.7 11.4 1
5.17417 258320 1 1237655744022511990 233.430010 11386 164.8 2.3 0.21 0.11 0.53 0.01 15.90 0.01 Dprop Sloan 0.92 0.49 -20.43 0.09 0.57 0.12 9.72 0.09 9.99 0.01 9.86 0.04 -0.46 0.09 -0.05 0.03 -0.14 0.05 9.78 0.06 -2.209063 0.09031 -97.8 -131.8 14.9 1
5.17444 222042 1 1237655125544468524 180.770830 11569 170.3 2.3 0.06 0.03 0.56 0.01 13.67 0.01 Dprop Sloan 1.55 0.83 -22.73 0.08 1.10 0.11 11.01 0.09 11.08 0.01 11.18 0.01 -0.17 0.08 -0.08 0.05 0.02 0.07 10.25 0.05 -3.128139 0.09031 -169.6 -2.3 15.4 1
5.17611 242296 1 1237662266460536893 221.122500 4362 64.3 2.3 0.11 0.06 0.59 0.03 16.39 0.03 Dprop Sloan 0.08 0.11 -17.73 0.11 0.51 0.11 8.60 0.09 9.06 0.03 8.84 0.08 -0.91 0.05 -0.55 0.04 -0.80 0.07 9.43 0.05 -2.423870 0.09034 -48.2 -42.1 5.8 1
5.17639 37 1 1237678661961449698 1.362500 5627 79.5 2.2 0.10 0.05 0.77 0.01 14.08 0.01 Dprop Sloan 0.85 0.52 -20.54 0.07 0.96 0.06 10.04 0.05 10.19 0.02 "" "" -0.31 0.03 -0.30 0.05 "" "" 9.50 0.06 0.023780 0.09035 79.2 1.9 7.2 1
5.17806 181949 1 1237658300594979317 129.138340 1867 29.2 2.3 0.11 0.06 0.70 0.04 17.61 0.03 Dprop Sloan 0.00 0.00 -14.77 0.18 0.04 0.08 7.09 0.09 7.75 0.07 "" "" -1.88 0.13 -1.59 0.07 "" "" 8.80 0.08 2.253889 0.09037 -18.4 22.6 2.6 1
5.18083 220506 1 1237655125546762381 186.013320 2051 24.2 1.9 0.06 0.03 0.74 0.01 14.90 0.01 Dprop Sloan 0.00 0.01 -17.05 0.18 0.38 0.06 8.24 0.08 8.71 0.07 "" "" -2.23 0.21 -1.27 0.07 "" "" 8.58 0.08 -3.036640 0.09042 -24.0 -2.5 2.2 1
5.18306 232746 1 1237654880729628966 198.026250 7052 105.2 2.2 0.13 0.07 0.71 0.04 17.43 0.02 Dprop Sloan 0.11 0.11 -17.76 0.07 0.51 0.07 8.61 0.06 8.73 0.03 8.63 0.08 "" "" "" "" -1.10 0.05 9.19 0.06 -2.826975 0.09046 -99.6 -32.4 9.5 1
5.18417 258346 1 1237662268615623197 238.585830 7712 111.8 2.3 0.24 0.12 0.87 0.10 18.11 0.03 Dprop Sloan 0.00 0.04 -17.26 0.06 0.47 0.05 8.38 0.05 8.75 0.03 "" "" -1.19 0.22 "" "" "" "" 9.67 0.05 -2.119077 0.09048 -58.0 -95.0 10.1 1
5.18472 258291 1 1237655743483805744 229.092910 10978 159.3 2.2 0.15 0.08 0.62 0.01 16.14 0.01 Dprop Sloan 0.82 0.44 -20.04 0.07 0.58 0.09 9.57 0.07 9.84 0.01 9.73 0.05 -0.67 0.11 -0.25 0.02 -0.27 0.05 9.67 0.06 -2.284760 0.09049 -103.9 -119.9 14.4 1
5.18639 198427 1 1237658299524514099 136.627090 3892 58.8 2.3 0.15 0.08 0.67 0.02 17.86 0.01 Dprop Sloan 0.00 0.00 -16.07 0.10 0.37 0.08 7.83 0.07 8.24 0.04 "" "" -1.93 0.28 "" "" "" "" 8.91 0.06 2.384593 0.09052 -42.6 40.2 5.3 1
5.18833 232767 1 1237654880729956478 198.706250 7064 105.3 2.3 0.12 0.06 0.34 0.01 15.54 0.01 Dprop Sloan 0.66 0.40 -19.82 0.15 0.77 0.20 9.62 0.15 9.79 0.02 9.80 0.02 "" "" "" "" -0.66 0.04 9.62 0.05 -2.815107 0.09055 -99.3 -33.6 9.5 1
5.18861 222073 1 1237655125545124006 182.247920 13557 198.7 2.2 0.06 0.03 0.28 0.01 14.78 0.01 Dprop Sloan 1.30 0.71 -22.13 0.17 0.84 0.24 10.59 0.18 10.81 0.01 10.79 0.04 0.04 0.06 0.15 0.04 0.27 0.09 10.32 0.05 -3.102359 0.09056 -197.7 -7.8 18.0 1
5.18861 203873 1 1237654602638491801 153.073750 9583 141.9 2.2 0.09 0.04 0.44 0.01 15.43 0.01 Dprop Sloan 0.96 0.51 -20.56 0.11 0.48 0.16 9.71 0.12 10.06 0.01 9.78 0.05 -0.20 0.06 0.04 0.02 -0.08 0.06 9.98 0.05 2.671641 0.09056 -126.0 64.0 12.8 1
5.18861 10041 1 1237662236415426642 237.255420 2169 28.8 5.7 0.23 0.12 0.44 0.01 12.85 0.01 Dprop Sloan 0.30 0.38 -19.70 0.44 1.15 0.15 9.84 0.21 9.46 0.17 "" "" -1.74 0.27 "" "" "" "" 9.82 0.18 -2.142297 0.09056 -15.5 -24.1 2.6 1
5.18861 222073 1 1237655125545124006 182.247920 13557 198.7 2.2 0.06 0.03 0.28 0.01 14.78 0.01 Dprop Sloan 1.30 0.71 -22.13 0.17 0.84 0.24 10.59 0.18 10.81 0.01 10.79 0.04 0.04 0.06 0.15 0.04 0.27 0.09 10.32 0.05 -3.102359 0.09056 -197.7 -7.8 18.0 1
5.18861 203873 1 1237654602638491801 153.073750 9583 141.9 2.2 0.09 0.04 0.44 0.01 15.43 0.01 Dprop Sloan 0.96 0.51 -20.56 0.11 0.48 0.16 9.71 0.12 10.06 0.01 9.78 0.05 -0.20 0.06 0.04 0.02 -0.08 0.06 9.98 0.05 2.671641 0.09056 -126.0 64.0 12.8 1
5.18861 10041 1 1237662236415426642 237.255420 2169 28.8 5.7 0.23 0.12 0.44 0.01 12.85 0.01 Dprop Sloan 0.30 0.38 -19.70 0.44 1.15 0.15 9.84 0.21 9.46 0.17 "" "" -1.74 0.27 "" "" "" "" 9.82 0.18 -2.142297 0.09056 -15.5 -24.1 2.6 1
5.18861 222073 1 1237655125545124006 182.247920 13557 198.7 2.2 0.06 0.03 0.28 0.01 14.78 0.01 Dprop Sloan 1.30 0.71 -22.13 0.17 0.84 0.24 10.59 0.18 10.81 0.01 10.79 0.04 0.04 0.06 0.15 0.04 0.27 0.09 10.32 0.05 -3.102359 0.09056 -197.7 -7.8 18.0 1
5.18861 203873 1 1237654602638491801 153.073750 9583 141.9 2.2 0.09 0.04 0.44 0.01 15.43 0.01 Dprop Sloan 0.96 0.51 -20.56 0.11 0.48 0.16 9.71 0.12 10.06 0.01 9.78 0.05 -0.20 0.06 0.04 0.02 -0.08 0.06 9.98 0.05 2.671641 0.09056 -126.0 64.0 12.8 1
5.18861 10041 1 1237662236415426642 237.255420 2169 28.8 5.7 0.23 0.12 0.44 0.01 12.85 0.01 Dprop Sloan 0.30 0.38 -19.70 0.44 1.15 0.15 9.84 0.21 9.46 0.17 "" "" -1.74 0.27 "" "" "" "" 9.82 0.18 -2.142297 0.09056 -15.5 -24.1 2.6 1
5.18944 232141 1 1237655126093594767 208.768750 1398 24.1 2.4 0.09 0.05 0.84 0.02 16.29 0.02 Dprop Sloan 0.00 0.00 -15.66 0.22 0.29 0.05 7.62 0.09 7.96 0.09 "" "" -2.15 0.13 -1.55 0.09 "" "" 8.39 0.10 -2.639483 0.09057 -21.0 -11.6 2.2 1
5.18944 242189 1 1237654881271939078 210.437500 7233 107.1 2.2 0.10 0.05 0.43 0.01 14.79 0.01 Dprop Sloan 0.91 0.51 -20.59 0.12 0.69 0.16 9.87 0.12 10.20 0.02 10.06 0.04 -0.05 0.02 0.03 0.02 0.01 0.08 9.34 0.06 -2.610358 0.09057 -92.0 -54.0 9.7 1
5.18944 232141 1 1237655126093594767 208.768750 1398 24.1 2.4 0.09 0.05 0.84 0.02 16.29 0.02 Dprop Sloan 0.00 0.00 -15.66 0.22 0.29 0.05 7.62 0.09 7.96 0.09 "" "" -2.15 0.13 -1.55 0.09 "" "" 8.39 0.10 -2.639483 0.09057 -21.0 -11.6 2.2 1
5.18944 242189 1 1237654881271939078 210.437500 7233 107.1 2.2 0.10 0.05 0.43 0.01 14.79 0.01 Dprop Sloan 0.91 0.51 -20.59 0.12 0.69 0.16 9.87 0.12 10.20 0.02 10.06 0.04 -0.05 0.02 0.03 0.02 0.01 0.08 9.34 0.06 -2.610358 0.09057 -92.0 -54.0 9.7 1
5.18972 9785 1 1237655743483674752 228.809590 9979 145.0 2.3 0.15 0.08 0.63 0.01 13.91 0.01 Dprop Sloan 1.38 0.75 -22.13 0.07 1.04 0.09 10.73 0.07 10.88 0.01 10.92 0.01 0.00 0.03 0.05 0.02 -0.01 0.13 9.83 0.06 -2.289705 0.09058 -95.1 -108.7 13.1 1
5.19000 125645 1 1237678623852527890 33.463330 5669 78.9 2.2 0.15 0.08 0.63 0.04 18.31 0.04 Dprop Sloan 0.00 0.00 -16.25 0.09 0.20 0.10 7.79 0.08 8.21 0.04 "" "" -2.75 0.98 "" "" "" "" 9.07 0.06 0.584045 0.09058 65.6 43.3 7.1 1
5.19056 323516 3 "" 341.760830 4525 65.5 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.42 0.05 -0.318334 0.09059 62.0 -20.4 5.9 1
5.19278 120134 1 1237678623852789866 34.062080 12063 168.7 2.2 0.15 0.08 0.69 0.01 14.23 0.01 Dprop Sloan 1.40 0.75 -22.10 0.06 0.95 0.08 10.65 0.06 10.80 0.01 "" "" -0.23 0.07 0.03 0.02 "" "" 10.02 0.05 0.594495 0.09063 139.2 94.1 15.3 1
5.19417 225149 1 1237655125547483385 187.659590 13704 200.6 2.3 0.06 0.03 0.29 0.01 16.12 0.01 Dprop Sloan 0.91 0.51 -20.70 0.16 0.56 0.23 9.82 0.17 10.20 0.01 9.88 0.07 0.21 0.04 0.18 0.03 0.25 0.09 9.58 0.08 -3.007908 0.09066 -198.0 -26.6 18.2 1
5.19583 214054 1 1237654605866664026 169.296680 14718 215.4 2.4 0.19 0.10 0.97 0.02 16.59 0.01 Dprop Sloan 0.90 0.48 -20.18 0.03 0.63 0.03 9.66 0.03 9.99 0.01 9.67 0.06 0.08 0.06 0.22 0.04 0.09 0.08 9.82 0.06 2.954784 0.09068 -210.8 39.8 19.5 1
5.19639 212102 1 1237654605866205512 168.302080 2546 38.8 2.1 0.21 0.11 0.94 0.01 14.20 0.01 Dprop Sloan 0.54 0.28 -18.86 0.12 0.39 0.03 8.97 0.05 9.40 0.05 "" "" -1.20 0.08 -0.56 0.05 "" "" 9.32 0.06 2.937425 0.09069 -37.8 7.8 3.5 1
5.19694 232726 1 1237654880728907807 196.398330 13156 192.5 2.3 0.10 0.05 0.51 0.01 16.45 0.01 Dprop Sloan 0.98 0.45 -20.15 0.09 0.04 0.13 9.24 0.10 9.84 0.01 9.26 0.09 0.01 0.05 0.37 0.03 0.18 0.04 9.85 0.07 -2.855388 0.09070 -183.9 -54.1 17.4 1
5.20028 6141 1 1237654602107322522 166.162510 7003 105.2 2.2 0.16 0.08 0.70 0.01 13.73 0.01 Dprop Sloan 1.22 0.67 -21.56 0.07 1.00 0.07 10.47 0.06 10.60 0.02 "" "" 0.34 0.02 0.35 0.02 "" "" 10.15 0.05 2.900083 0.09076 -101.7 25.1 9.5 1
5.20250 232768 1 1237654880730087537 199.030820 6147 92.2 2.3 0.11 0.06 0.38 0.01 17.37 0.01 Dprop Sloan 0.06 0.08 -17.54 0.14 0.38 0.18 8.43 0.14 8.69 0.03 8.44 0.07 "" "" "" "" -1.04 0.06 9.04 0.07 -2.809442 0.09080 -86.8 -29.9 8.4 1
5.20528 251979 1 1237655743483281580 227.882490 12105 175.5 2.3 0.16 0.08 0.89 0.01 14.19 0.01 Dprop Sloan 1.48 0.77 -22.16 0.04 0.94 0.04 10.67 0.03 10.93 0.01 10.82 0.02 0.57 0.01 0.62 0.02 0.50 0.08 10.06 0.05 -2.305886 0.09085 -117.2 -129.6 15.9 1
5.20611 203998 1 1237654602106339393 163.818340 5859 88.8 2.3 0.11 0.05 0.28 0.01 15.73 0.01 Dprop Sloan 0.54 0.31 -19.24 0.18 0.44 0.24 9.15 0.18 9.40 0.02 9.19 0.04 -0.99 0.14 -0.49 0.03 -0.77 0.05 9.65 0.05 2.859169 0.09086 -84.9 24.6 8.1 1
5.20639 192829 1 1237658423010197705 144.609160 6742 101.0 2.3 0.18 0.09 0.90 0.01 15.39 0.01 Dprop Sloan 0.74 0.41 -19.74 0.06 0.62 0.04 9.48 0.03 9.73 0.02 9.52 0.04 "" "" "" "" -0.60 0.08 9.34 0.06 2.523906 0.09087 -82.0 58.3 9.2 1
5.20639 4239 1 1237661064404140092 121.992090 8766 128.8 2.2 0.10 0.05 0.97 0.01 13.80 0.01 Dprop Sloan 1.33 0.72 -21.81 0.04 1.02 0.03 10.59 0.03 10.75 0.01 10.81 0.02 0.24 0.03 0.36 0.03 0.24 0.12 9.76 0.05 2.129164 0.09087 -68.0 108.8 11.7 1
5.20639 192829 1 1237658423010197705 144.609160 6742 101.0 2.3 0.18 0.09 0.90 0.01 15.39 0.01 Dprop Sloan 0.74 0.41 -19.74 0.06 0.62 0.04 9.48 0.03 9.73 0.02 9.52 0.04 "" "" "" "" -0.60 0.08 9.34 0.06 2.523906 0.09087 -82.0 58.3 9.2 1
5.20639 4239 1 1237661064404140092 121.992090 8766 128.8 2.2 0.10 0.05 0.97 0.01 13.80 0.01 Dprop Sloan 1.33 0.72 -21.81 0.04 1.02 0.03 10.59 0.03 10.75 0.01 10.81 0.02 0.24 0.03 0.36 0.03 0.24 0.12 9.76 0.05 2.129164 0.09087 -68.0 108.8 11.7 1
5.20694 232771 1 1237654880730218693 199.412510 7107 105.9 2.4 0.10 0.05 0.41 0.01 17.03 0.01 Dprop Sloan 0.19 0.17 -18.22 0.13 0.38 0.17 8.70 0.13 9.10 0.02 8.74 0.03 "" "" "" "" -0.87 0.01 9.21 0.06 -2.802780 0.09088 -99.5 -35.1 9.6 1
5.20722 258340 1 1237655744561086517 237.240420 11494 166.0 2.3 0.23 0.12 0.34 0.01 15.76 0.01 Dprop Sloan 0.91 0.52 -20.70 0.15 0.66 0.20 9.89 0.15 10.16 0.01 9.90 0.04 -0.25 0.06 "" "" -0.08 0.06 9.96 0.06 -2.142559 0.09088 -89.5 -139.0 15.1 1
5.20750 8800 1 1237655126093398043 208.360410 824 12.6 1.2 0.09 0.05 0.61 0.01 12.61 0.01 Dprop Sloan 0.00 0.14 -17.97 0.22 0.89 0.10 8.96 0.11 9.10 0.08 "" "" -1.38 0.08 -1.20 0.08 "" "" 7.49 0.10 -2.646610 0.09089 -11.0 -6.0 1.1 1
5.20833 198433 1 1237658298454966591 146.359160 3152 48.1 2.3 0.11 0.06 0.45 0.02 17.55 0.02 Dprop Sloan 0.00 0.00 -15.92 0.15 0.26 0.15 7.70 0.12 7.96 0.05 "" "" -1.66 0.19 "" "" "" "" 8.42 0.07 2.554449 0.09090 -39.9 26.5 4.4 1
5.20917 245029 1 1237654881813987448 222.330840 8237 120.6 2.5 0.14 0.07 0.16 0.01 16.78 0.01 Dprop Sloan 0.34 0.26 -18.90 0.24 0.70 0.34 9.20 0.25 9.43 0.02 "" "" -1.09 0.15 -0.87 0.03 "" "" 9.37 0.08 -2.402780 0.09092 -88.8 -80.9 10.9 1
5.20917 191197 1 1237658423545561106 141.004150 8383 124.3 2.2 0.18 0.09 0.89 0.01 13.82 0.01 Dprop Sloan 1.37 0.71 -21.78 0.05 0.93 0.04 10.51 0.03 10.69 0.02 10.84 0.02 -0.07 0.05 0.19 0.02 0.17 0.07 10.13 0.05 2.460987 0.09092 -96.2 77.9 11.3 1
5.20917 245029 1 1237654881813987448 222.330840 8237 120.6 2.5 0.14 0.07 0.16 0.01 16.78 0.01 Dprop Sloan 0.34 0.26 -18.90 0.24 0.70 0.34 9.20 0.25 9.43 0.02 "" "" -1.09 0.15 -0.87 0.03 "" "" 9.37 0.08 -2.402780 0.09092 -88.8 -80.9 10.9 1
5.20917 191197 1 1237658423545561106 141.004150 8383 124.3 2.2 0.18 0.09 0.89 0.01 13.82 0.01 Dprop Sloan 1.37 0.71 -21.78 0.05 0.93 0.04 10.51 0.03 10.69 0.02 10.84 0.02 -0.07 0.05 0.19 0.02 0.17 0.07 10.13 0.05 2.460987 0.09092 -96.2 77.9 11.3 1
5.20944 198435 1 1237658422475358380 149.220000 17512 255.0 2.2 0.15 0.08 0.34 0.01 15.41 0.01 Dprop Sloan 1.31 0.71 -22.03 0.14 0.81 0.20 10.53 0.15 10.80 0.01 10.70 0.03 0.38 0.04 0.38 0.03 0.34 0.09 10.38 0.06 2.604380 0.09092 -218.2 130.0 23.2 1
5.20972 232212 1 1237655126092611874 206.631650 9266 136.4 2.2 0.08 0.04 0.88 0.01 14.63 0.01 Dprop Sloan 1.12 0.61 -21.12 0.04 0.85 0.04 10.19 0.03 10.42 0.01 10.30 0.03 -0.11 0.03 0.07 0.03 0.02 0.07 9.67 0.05 -2.676783 0.09093 -121.4 -60.9 12.4 1
5.21028 227963 1 1237668676159668434 186.467090 3982 58.9 2.2 0.06 0.03 0.67 0.02 16.94 0.01 Dprop Sloan 0.00 0.00 -16.93 0.10 0.46 0.08 8.24 0.07 "" "" 8.46 0.06 "" "" "" "" -1.40 0.04 8.94 0.06 -3.028721 0.09094 -58.3 -6.6 5.3 1
5.21139 336927 1 1237678777936445739 349.013760 4994 71.5 2.4 0.24 0.13 0.63 0.03 17.99 0.02 Dprop Sloan 0.00 0.00 -16.41 0.10 0.72 0.09 8.22 0.07 8.47 0.03 "" "" -1.70 0.26 "" "" "" "" 9.01 0.06 -0.191746 0.09096 69.9 -13.6 6.5 1
5.21167 215193 1 1237655126075965502 168.309160 8098 120.8 2.3 0.20 0.10 0.81 0.01 16.07 0.01 Dprop Sloan 0.67 0.37 -19.48 0.05 0.60 0.05 9.36 0.04 9.68 0.02 9.45 0.04 "" "" "" "" -0.43 0.06 9.91 0.05 2.937549 0.09096 -117.8 24.4 11.0 1
5.21250 252663 2 1237662266999112133 225.124590 10786 156.8 2.2 0.12 0.06 0.39 0.04 19.18 0.05 Dprop Sloan "" "" "" "" "" "" "" "" 8.35 0.07 "" "" "" "" "" "" "" "" 9.90 0.05 -2.354020 0.09098 -110.2 -110.7 14.2 1
5.21444 105405 1 1237678623305695396 10.616250 12648 175.8 2.3 0.12 0.06 0.75 0.01 16.23 0.01 Dprop Sloan 0.93 0.46 -20.11 0.05 0.39 0.06 9.47 0.05 9.93 0.01 "" "" -0.45 0.14 "" "" "" "" 9.83 0.06 0.185289 0.09101 172.1 32.3 16.0 1
5.21472 101646 1 1237678623302680816 3.692920 12607 175.0 2.3 0.08 0.04 0.83 0.01 14.24 0.01 Dprop Sloan 1.43 0.75 -22.08 0.04 0.90 0.05 10.61 0.04 10.82 0.01 "" "" 0.36 0.03 0.47 0.02 "" "" 10.18 0.05 0.064454 0.09101 173.9 11.2 15.9 1
5.21472 12689 1 1237678777938608182 353.884580 5813 82.7 2.4 0.28 0.15 0.29 0.01 12.77 0.01 Dprop Sloan 1.30 0.74 -22.37 0.18 1.06 0.23 10.84 0.18 11.04 0.03 "" "" 0.21 0.03 "" "" "" "" 9.67 0.05 -0.106734 0.09101 81.9 -8.8 7.5 1
5.21472 101646 1 1237678623302680816 3.692920 12607 175.0 2.3 0.08 0.04 0.83 0.01 14.24 0.01 Dprop Sloan 1.43 0.75 -22.08 0.04 0.90 0.05 10.61 0.04 10.82 0.01 "" "" 0.36 0.03 0.47 0.02 "" "" 10.18 0.05 0.064454 0.09101 173.9 11.2 15.9 1
5.21472 12689 1 1237678777938608182 353.884580 5813 82.7 2.4 0.28 0.15 0.29 0.01 12.77 0.01 Dprop Sloan 1.30 0.74 -22.37 0.18 1.06 0.23 10.84 0.18 11.04 0.03 "" "" 0.21 0.03 "" "" "" "" 9.67 0.05 -0.106734 0.09101 81.9 -8.8 7.5 1
5.21667 336928 1 1237678777936838923 349.917540 6069 86.6 2.3 0.21 0.11 0.45 0.01 16.87 0.01 Dprop Sloan 0.23 0.14 -17.98 0.12 0.39 0.15 8.61 0.12 8.98 0.03 "" "" -0.84 0.09 "" "" "" "" 9.20 0.06 -0.175972 0.09105 84.9 -15.1 7.9 1
5.21917 252025 1 1237662267537949046 229.609160 11350 164.6 2.3 0.16 0.08 0.76 0.01 14.31 0.01 Dprop Sloan 1.36 0.73 -21.93 0.05 1.06 0.06 10.66 0.05 10.79 0.01 10.85 0.01 -0.19 0.05 -0.09 0.02 -0.12 0.10 9.88 0.06 -2.275749 0.09109 -106.2 -124.8 15.0 1
5.22222 121031 1 1237670015124701337 44.367920 7534 100.6 4.4 0.51 0.26 0.51 0.01 14.58 0.01 Dprop Sloan 1.02 0.55 -20.85 0.14 0.66 0.13 9.95 0.11 10.25 0.04 "" "" -0.22 0.05 -0.14 0.06 "" "" 9.58 0.06 0.774366 0.09114 71.6 70.1 9.2 1
5.22222 38 1 1237678777941819456 1.365420 5294 74.7 2.2 0.10 0.05 0.59 0.01 12.57 0.01 Dprop Sloan 1.26 0.73 -22.02 0.10 1.09 0.10 10.72 0.08 10.77 0.03 "" "" -0.91 0.09 -0.76 0.06 "" "" 9.31 0.06 0.023831 0.09114 74.4 1.8 6.8 1
5.22222 121031 1 1237670015124701337 44.367920 7534 100.6 4.4 0.51 0.26 0.51 0.01 14.58 0.01 Dprop Sloan 1.02 0.55 -20.85 0.14 0.66 0.13 9.95 0.11 10.25 0.04 "" "" -0.22 0.05 -0.14 0.06 "" "" 9.58 0.06 0.774366 0.09114 71.6 70.1 9.2 1
5.22222 38 1 1237678777941819456 1.365420 5294 74.7 2.2 0.10 0.05 0.59 0.01 12.57 0.01 Dprop Sloan 1.26 0.73 -22.02 0.10 1.09 0.10 10.72 0.08 10.77 0.03 "" "" -0.91 0.09 -0.76 0.06 "" "" 9.31 0.06 0.023831 0.09114 74.4 1.8 6.8 1
